source,target,source_name,target_name,weight
2266472373,2291172852,Anil Palepu,Albert Webson,1
2266472373,2269148145,Anil Palepu,Kavita Kulkarni,1
2266472373,2268760043,Anil Palepu,S. Mahdavi,1
2266472373,52326632,Anil Palepu,Christopher Semturs,1
2051681709,2266472373,Juraj Gottweis,Anil Palepu,1
2266472373,2269147696,Anil Palepu,Joelle K. Barral,1
2266472373,2269148566,Anil Palepu,Katherine Chou,1
2084098271,2266472373,Greg S. Corrado,Anil Palepu,1
2266472373,2269148232,Anil Palepu,Yossi Matias,1
2213433382,2266472373,A. Karthikesalingam,Anil Palepu,1
144223091,2266472373,Vivek Natarajan,Anil Palepu,1
2279021635,2279022140,Khaled Saab,Jan Freyberg,1
2279021635,3480712,Khaled Saab,Ryutaro Tanno,1
2217861514,2279021635,Amy Wang,Khaled Saab,1
2279021635,2279162093,Khaled Saab,Brenna Li,1
2224893214,2279021635,Mohamed Amin,Khaled Saab,1
2269173133,2279021635,Yong Cheng,Khaled Saab,1
2279021635,2298901106,Khaled Saab,E. Vedadi,1
2213266,2279021635,Nenad Tomašev,Khaled Saab,1
2279021635,40151244,Khaled Saab,Shekoofeh Azizi,1
2268759673,2279021635,Karan Singhal,Khaled Saab,1
2269258459,2279021635,Le Hou,Khaled Saab,1
2279021635,2291172852,Khaled Saab,Albert Webson,1
2269148145,2279021635,Kavita Kulkarni,Khaled Saab,1
2268760043,2279021635,S. Mahdavi,Khaled Saab,1
2279021635,52326632,Khaled Saab,Christopher Semturs,1
2051681709,2279021635,Juraj Gottweis,Khaled Saab,1
2269147696,2279021635,Joelle K. Barral,Khaled Saab,1
2269148566,2279021635,Katherine Chou,Khaled Saab,1
2084098271,2279021635,Greg S. Corrado,Khaled Saab,1
2269148232,2279021635,Yossi Matias,Khaled Saab,1
2213433382,2279021635,A. Karthikesalingam,Khaled Saab,1
144223091,2279021635,Vivek Natarajan,Khaled Saab,1
2279022140,3480712,Jan Freyberg,Ryutaro Tanno,1
2217861514,2279022140,Amy Wang,Jan Freyberg,1
2279022140,2279162093,Jan Freyberg,Brenna Li,1
2224893214,2279022140,Mohamed Amin,Jan Freyberg,1
2269173133,2279022140,Yong Cheng,Jan Freyberg,1
2279022140,2298901106,Jan Freyberg,E. Vedadi,1
2213266,2279022140,Nenad Tomašev,Jan Freyberg,1
2279022140,40151244,Jan Freyberg,Shekoofeh Azizi,1
2268759673,2279022140,Karan Singhal,Jan Freyberg,1
2269258459,2279022140,Le Hou,Jan Freyberg,1
2279022140,2291172852,Jan Freyberg,Albert Webson,1
2269148145,2279022140,Kavita Kulkarni,Jan Freyberg,1
2268760043,2279022140,S. Mahdavi,Jan Freyberg,1
2279022140,52326632,Jan Freyberg,Christopher Semturs,1
2051681709,2279022140,Juraj Gottweis,Jan Freyberg,1
2269147696,2279022140,Joelle K. Barral,Jan Freyberg,1
2269148566,2279022140,Katherine Chou,Jan Freyberg,1
2084098271,2279022140,Greg S. Corrado,Jan Freyberg,1
2269148232,2279022140,Yossi Matias,Jan Freyberg,1
2213433382,2279022140,A. Karthikesalingam,Jan Freyberg,1
144223091,2279022140,Vivek Natarajan,Jan Freyberg,1
2217861514,3480712,Amy Wang,Ryutaro Tanno,1
2279162093,3480712,Brenna Li,Ryutaro Tanno,1
2224893214,3480712,Mohamed Amin,Ryutaro Tanno,1
2269173133,3480712,Yong Cheng,Ryutaro Tanno,1
2298901106,3480712,E. Vedadi,Ryutaro Tanno,1
2213266,3480712,Nenad Tomašev,Ryutaro Tanno,1
3480712,40151244,Ryutaro Tanno,Shekoofeh Azizi,1
2268759673,3480712,Karan Singhal,Ryutaro Tanno,1
2269258459,3480712,Le Hou,Ryutaro Tanno,1
2291172852,3480712,Albert Webson,Ryutaro Tanno,1
2269148145,3480712,Kavita Kulkarni,Ryutaro Tanno,1
2268760043,3480712,S. Mahdavi,Ryutaro Tanno,1
3480712,52326632,Ryutaro Tanno,Christopher Semturs,1
2051681709,3480712,Juraj Gottweis,Ryutaro Tanno,1
2269147696,3480712,Joelle K. Barral,Ryutaro Tanno,1
2269148566,3480712,Katherine Chou,Ryutaro Tanno,1
2084098271,3480712,Greg S. Corrado,Ryutaro Tanno,1
2269148232,3480712,Yossi Matias,Ryutaro Tanno,1
2213433382,3480712,A. Karthikesalingam,Ryutaro Tanno,1
144223091,3480712,Vivek Natarajan,Ryutaro Tanno,1
2217861514,2279162093,Amy Wang,Brenna Li,1
2217861514,2224893214,Amy Wang,Mohamed Amin,1
2217861514,2269173133,Amy Wang,Yong Cheng,1
2217861514,2298901106,Amy Wang,E. Vedadi,1
2213266,2217861514,Nenad Tomašev,Amy Wang,1
2217861514,40151244,Amy Wang,Shekoofeh Azizi,1
2217861514,2268759673,Amy Wang,Karan Singhal,1
2217861514,2269258459,Amy Wang,Le Hou,1
2217861514,2291172852,Amy Wang,Albert Webson,1
2217861514,2269148145,Amy Wang,Kavita Kulkarni,1
2217861514,2268760043,Amy Wang,S. Mahdavi,1
2217861514,52326632,Amy Wang,Christopher Semturs,1
2051681709,2217861514,Juraj Gottweis,Amy Wang,1
2217861514,2269147696,Amy Wang,Joelle K. Barral,1
2217861514,2269148566,Amy Wang,Katherine Chou,1
2084098271,2217861514,Greg S. Corrado,Amy Wang,1
2217861514,2269148232,Amy Wang,Yossi Matias,1
2213433382,2217861514,A. Karthikesalingam,Amy Wang,1
144223091,2217861514,Vivek Natarajan,Amy Wang,1
2224893214,2279162093,Mohamed Amin,Brenna Li,1
2269173133,2279162093,Yong Cheng,Brenna Li,1
2279162093,2298901106,Brenna Li,E. Vedadi,1
2213266,2279162093,Nenad Tomašev,Brenna Li,1
2279162093,40151244,Brenna Li,Shekoofeh Azizi,1
2268759673,2279162093,Karan Singhal,Brenna Li,1
2269258459,2279162093,Le Hou,Brenna Li,1
2279162093,2291172852,Brenna Li,Albert Webson,1
2269148145,2279162093,Kavita Kulkarni,Brenna Li,1
2268760043,2279162093,S. Mahdavi,Brenna Li,1
2279162093,52326632,Brenna Li,Christopher Semturs,1
2051681709,2279162093,Juraj Gottweis,Brenna Li,1
2269147696,2279162093,Joelle K. Barral,Brenna Li,1
2269148566,2279162093,Katherine Chou,Brenna Li,1
2084098271,2279162093,Greg S. Corrado,Brenna Li,1
2269148232,2279162093,Yossi Matias,Brenna Li,1
2213433382,2279162093,A. Karthikesalingam,Brenna Li,1
144223091,2279162093,Vivek Natarajan,Brenna Li,1
2224893214,2269173133,Mohamed Amin,Yong Cheng,1
2224893214,2298901106,Mohamed Amin,E. Vedadi,1
2213266,2224893214,Nenad Tomašev,Mohamed Amin,1
2224893214,40151244,Mohamed Amin,Shekoofeh Azizi,1
2224893214,2268759673,Mohamed Amin,Karan Singhal,1
2224893214,2269258459,Mohamed Amin,Le Hou,1
2224893214,2291172852,Mohamed Amin,Albert Webson,1
2224893214,2269148145,Mohamed Amin,Kavita Kulkarni,1
2224893214,2268760043,Mohamed Amin,S. Mahdavi,1
2224893214,52326632,Mohamed Amin,Christopher Semturs,1
2051681709,2224893214,Juraj Gottweis,Mohamed Amin,1
2224893214,2269147696,Mohamed Amin,Joelle K. Barral,1
2224893214,2269148566,Mohamed Amin,Katherine Chou,1
2084098271,2224893214,Greg S. Corrado,Mohamed Amin,1
2224893214,2269148232,Mohamed Amin,Yossi Matias,1
2213433382,2224893214,A. Karthikesalingam,Mohamed Amin,1
144223091,2224893214,Vivek Natarajan,Mohamed Amin,1
2269173133,2298901106,Yong Cheng,E. Vedadi,1
2213266,2269173133,Nenad Tomašev,Yong Cheng,1
2269173133,40151244,Yong Cheng,Shekoofeh Azizi,1
2268759673,2269173133,Karan Singhal,Yong Cheng,1
2269173133,2269258459,Yong Cheng,Le Hou,1
2269173133,2291172852,Yong Cheng,Albert Webson,1
2269148145,2269173133,Kavita Kulkarni,Yong Cheng,1
2268760043,2269173133,S. Mahdavi,Yong Cheng,1
2269173133,52326632,Yong Cheng,Christopher Semturs,1
2051681709,2269173133,Juraj Gottweis,Yong Cheng,1
2269147696,2269173133,Joelle K. Barral,Yong Cheng,1
2269148566,2269173133,Katherine Chou,Yong Cheng,1
2084098271,2269173133,Greg S. Corrado,Yong Cheng,1
2269148232,2269173133,Yossi Matias,Yong Cheng,1
2213433382,2269173133,A. Karthikesalingam,Yong Cheng,1
144223091,2269173133,Vivek Natarajan,Yong Cheng,1
2213266,2298901106,Nenad Tomašev,E. Vedadi,1
2298901106,40151244,E. Vedadi,Shekoofeh Azizi,1
2268759673,2298901106,Karan Singhal,E. Vedadi,1
2269258459,2298901106,Le Hou,E. Vedadi,1
2291172852,2298901106,Albert Webson,E. Vedadi,1
2269148145,2298901106,Kavita Kulkarni,E. Vedadi,1
2268760043,2298901106,S. Mahdavi,E. Vedadi,1
2298901106,52326632,E. Vedadi,Christopher Semturs,1
2051681709,2298901106,Juraj Gottweis,E. Vedadi,1
2269147696,2298901106,Joelle K. Barral,E. Vedadi,1
2269148566,2298901106,Katherine Chou,E. Vedadi,1
2084098271,2298901106,Greg S. Corrado,E. Vedadi,1
2269148232,2298901106,Yossi Matias,E. Vedadi,1
2213433382,2298901106,A. Karthikesalingam,E. Vedadi,1
144223091,2298901106,Vivek Natarajan,E. Vedadi,1
2213266,40151244,Nenad Tomašev,Shekoofeh Azizi,1
2213266,2268759673,Nenad Tomašev,Karan Singhal,1
2213266,2269258459,Nenad Tomašev,Le Hou,1
2213266,2291172852,Nenad Tomašev,Albert Webson,1
2213266,2269148145,Nenad Tomašev,Kavita Kulkarni,1
2213266,2268760043,Nenad Tomašev,S. Mahdavi,1
2213266,52326632,Nenad Tomašev,Christopher Semturs,1
2051681709,2213266,Juraj Gottweis,Nenad Tomašev,1
2213266,2269147696,Nenad Tomašev,Joelle K. Barral,1
2213266,2269148566,Nenad Tomašev,Katherine Chou,1
2084098271,2213266,Greg S. Corrado,Nenad Tomašev,1
2213266,2269148232,Nenad Tomašev,Yossi Matias,1
2213266,2213433382,Nenad Tomašev,A. Karthikesalingam,1
144223091,2213266,Vivek Natarajan,Nenad Tomašev,1
2268759673,40151244,Karan Singhal,Shekoofeh Azizi,1
2269258459,40151244,Le Hou,Shekoofeh Azizi,1
2291172852,40151244,Albert Webson,Shekoofeh Azizi,1
2269148145,40151244,Kavita Kulkarni,Shekoofeh Azizi,1
2268760043,40151244,S. Mahdavi,Shekoofeh Azizi,1
40151244,52326632,Shekoofeh Azizi,Christopher Semturs,1
2051681709,40151244,Juraj Gottweis,Shekoofeh Azizi,1
2269147696,40151244,Joelle K. Barral,Shekoofeh Azizi,1
2269148566,40151244,Katherine Chou,Shekoofeh Azizi,1
2084098271,40151244,Greg S. Corrado,Shekoofeh Azizi,1
2269148232,40151244,Yossi Matias,Shekoofeh Azizi,1
2213433382,40151244,A. Karthikesalingam,Shekoofeh Azizi,1
144223091,40151244,Vivek Natarajan,Shekoofeh Azizi,1
2268759673,2269258459,Karan Singhal,Le Hou,1
2268759673,2291172852,Karan Singhal,Albert Webson,1
2268759673,2269148145,Karan Singhal,Kavita Kulkarni,1
2268759673,2268760043,Karan Singhal,S. Mahdavi,1
2268759673,52326632,Karan Singhal,Christopher Semturs,1
2051681709,2268759673,Juraj Gottweis,Karan Singhal,1
2268759673,2269147696,Karan Singhal,Joelle K. Barral,1
2268759673,2269148566,Karan Singhal,Katherine Chou,1
2084098271,2268759673,Greg S. Corrado,Karan Singhal,1
2268759673,2269148232,Karan Singhal,Yossi Matias,1
2213433382,2268759673,A. Karthikesalingam,Karan Singhal,1
144223091,2268759673,Vivek Natarajan,Karan Singhal,1
2269258459,2291172852,Le Hou,Albert Webson,1
2269148145,2269258459,Kavita Kulkarni,Le Hou,1
2268760043,2269258459,S. Mahdavi,Le Hou,1
2269258459,52326632,Le Hou,Christopher Semturs,1
2051681709,2269258459,Juraj Gottweis,Le Hou,1
2269147696,2269258459,Joelle K. Barral,Le Hou,1
2269148566,2269258459,Katherine Chou,Le Hou,1
2084098271,2269258459,Greg S. Corrado,Le Hou,1
2269148232,2269258459,Yossi Matias,Le Hou,1
2213433382,2269258459,A. Karthikesalingam,Le Hou,1
144223091,2269258459,Vivek Natarajan,Le Hou,1
2269148145,2291172852,Kavita Kulkarni,Albert Webson,1
2268760043,2291172852,S. Mahdavi,Albert Webson,1
2291172852,52326632,Albert Webson,Christopher Semturs,1
2051681709,2291172852,Juraj Gottweis,Albert Webson,1
2269147696,2291172852,Joelle K. Barral,Albert Webson,1
2269148566,2291172852,Katherine Chou,Albert Webson,1
2084098271,2291172852,Greg S. Corrado,Albert Webson,1
2269148232,2291172852,Yossi Matias,Albert Webson,1
2213433382,2291172852,A. Karthikesalingam,Albert Webson,1
144223091,2291172852,Vivek Natarajan,Albert Webson,1
2268760043,2269148145,S. Mahdavi,Kavita Kulkarni,1
2269148145,52326632,Kavita Kulkarni,Christopher Semturs,1
2051681709,2269148145,Juraj Gottweis,Kavita Kulkarni,1
2269147696,2269148145,Joelle K. Barral,Kavita Kulkarni,1
2269148145,2269148566,Kavita Kulkarni,Katherine Chou,1
2084098271,2269148145,Greg S. Corrado,Kavita Kulkarni,1
2269148145,2269148232,Kavita Kulkarni,Yossi Matias,1
2213433382,2269148145,A. Karthikesalingam,Kavita Kulkarni,1
144223091,2269148145,Vivek Natarajan,Kavita Kulkarni,1
2268760043,52326632,S. Mahdavi,Christopher Semturs,1
2051681709,2268760043,Juraj Gottweis,S. Mahdavi,1
2268760043,2269147696,S. Mahdavi,Joelle K. Barral,1
2268760043,2269148566,S. Mahdavi,Katherine Chou,1
2084098271,2268760043,Greg S. Corrado,S. Mahdavi,1
2268760043,2269148232,S. Mahdavi,Yossi Matias,1
2213433382,2268760043,A. Karthikesalingam,S. Mahdavi,1
144223091,2268760043,Vivek Natarajan,S. Mahdavi,1
2051681709,52326632,Juraj Gottweis,Christopher Semturs,1
2269147696,52326632,Joelle K. Barral,Christopher Semturs,1
2269148566,52326632,Katherine Chou,Christopher Semturs,1
2084098271,52326632,Greg S. Corrado,Christopher Semturs,1
2269148232,52326632,Yossi Matias,Christopher Semturs,1
2213433382,52326632,A. Karthikesalingam,Christopher Semturs,1
144223091,52326632,Vivek Natarajan,Christopher Semturs,1
2051681709,2269147696,Juraj Gottweis,Joelle K. Barral,1
2051681709,2269148566,Juraj Gottweis,Katherine Chou,1
2051681709,2084098271,Juraj Gottweis,Greg S. Corrado,1
2051681709,2269148232,Juraj Gottweis,Yossi Matias,1
2051681709,2213433382,Juraj Gottweis,A. Karthikesalingam,1
144223091,2051681709,Vivek Natarajan,Juraj Gottweis,1
2269147696,2269148566,Joelle K. Barral,Katherine Chou,1
2084098271,2269147696,Greg S. Corrado,Joelle K. Barral,1
2269147696,2269148232,Joelle K. Barral,Yossi Matias,1
2213433382,2269147696,A. Karthikesalingam,Joelle K. Barral,1
144223091,2269147696,Vivek Natarajan,Joelle K. Barral,1
2084098271,2269148566,Greg S. Corrado,Katherine Chou,1
2269148232,2269148566,Yossi Matias,Katherine Chou,1
2213433382,2269148566,A. Karthikesalingam,Katherine Chou,1
144223091,2269148566,Vivek Natarajan,Katherine Chou,1
2084098271,2269148232,Greg S. Corrado,Yossi Matias,1
2084098271,2213433382,Greg S. Corrado,A. Karthikesalingam,1
144223091,2084098271,Vivek Natarajan,Greg S. Corrado,1
2213433382,2269148232,A. Karthikesalingam,Yossi Matias,1
144223091,2269148232,Vivek Natarajan,Yossi Matias,1
144223091,2213433382,Vivek Natarajan,A. Karthikesalingam,1
2350447013,72729174,Andrew Nguyen,Rajeev Ronanki,1
1807005,2193691,V. C. Müller,N. Bostrom,1
2999175,47495965,T. Abuhmed,Sajid Ali,1
1412328163,47495965,Shaker El-Sappagh,Sajid Ali,1
2065671060,47495965,Khan Muhammad,Sajid Ali,1
2151319597,47495965,J. Alonso-Moral,Sajid Ali,1
144833154,47495965,R. Confalonieri,Sajid Ali,1
1704327,47495965,Riccardo Guidotti,Sajid Ali,1
47495965,9221552,Sajid Ali,J. Ser,1
1423321194,47495965,N. Díaz-Rodríguez,Sajid Ali,1
2098723448,47495965,Francisco Herrera,Sajid Ali,1
1412328163,2999175,Shaker El-Sappagh,T. Abuhmed,1
2065671060,2999175,Khan Muhammad,T. Abuhmed,1
2151319597,2999175,J. Alonso-Moral,T. Abuhmed,1
144833154,2999175,R. Confalonieri,T. Abuhmed,1
1704327,2999175,Riccardo Guidotti,T. Abuhmed,1
2999175,9221552,T. Abuhmed,J. Ser,1
1423321194,2999175,N. Díaz-Rodríguez,T. Abuhmed,1
2098723448,2999175,Francisco Herrera,T. Abuhmed,1
1412328163,2065671060,Shaker El-Sappagh,Khan Muhammad,1
1412328163,2151319597,Shaker El-Sappagh,J. Alonso-Moral,1
1412328163,144833154,Shaker El-Sappagh,R. Confalonieri,1
1412328163,1704327,Shaker El-Sappagh,Riccardo Guidotti,1
1412328163,9221552,Shaker El-Sappagh,J. Ser,1
1412328163,1423321194,Shaker El-Sappagh,N. Díaz-Rodríguez,1
1412328163,2098723448,Shaker El-Sappagh,Francisco Herrera,1
2065671060,2151319597,Khan Muhammad,J. Alonso-Moral,1
144833154,2065671060,R. Confalonieri,Khan Muhammad,1
1704327,2065671060,Riccardo Guidotti,Khan Muhammad,1
2065671060,9221552,Khan Muhammad,J. Ser,1
1423321194,2065671060,N. Díaz-Rodríguez,Khan Muhammad,1
2065671060,2098723448,Khan Muhammad,Francisco Herrera,1
144833154,2151319597,R. Confalonieri,J. Alonso-Moral,1
1704327,2151319597,Riccardo Guidotti,J. Alonso-Moral,1
2151319597,9221552,J. Alonso-Moral,J. Ser,1
1423321194,2151319597,N. Díaz-Rodríguez,J. Alonso-Moral,1
2098723448,2151319597,Francisco Herrera,J. Alonso-Moral,1
144833154,1704327,R. Confalonieri,Riccardo Guidotti,1
144833154,9221552,R. Confalonieri,J. Ser,1
1423321194,144833154,N. Díaz-Rodríguez,R. Confalonieri,1
144833154,2098723448,R. Confalonieri,Francisco Herrera,1
1704327,9221552,Riccardo Guidotti,J. Ser,1
1423321194,1704327,N. Díaz-Rodríguez,Riccardo Guidotti,1
1704327,2098723448,Riccardo Guidotti,Francisco Herrera,1
1423321194,9221552,N. Díaz-Rodríguez,J. Ser,1
1423321194,2098723448,N. Díaz-Rodríguez,Francisco Herrera,1
2150439478,2336957677,Xin Yang,Kang Zhang,1
2115568943,2336957677,Yifei Wang,Kang Zhang,1
2336957677,2341465150,Kang Zhang,Yunfang Yu,1
2257481824,2336957677,Niu Huang,Kang Zhang,1
2336957677,2341278744,Kang Zhang,Gen Li,1
2336957677,2341320480,Kang Zhang,Xiaokun Li,1
2321665003,2336957677,Joseph Wu,Kang Zhang,1
2144996119,2336957677,Shengyong Yang,Kang Zhang,1
2115568943,2150439478,Yifei Wang,Xin Yang,1
2150439478,2341465150,Xin Yang,Yunfang Yu,1
2150439478,2257481824,Xin Yang,Niu Huang,1
2150439478,2341278744,Xin Yang,Gen Li,1
2150439478,2341320480,Xin Yang,Xiaokun Li,1
2150439478,2321665003,Xin Yang,Joseph Wu,1
2144996119,2150439478,Shengyong Yang,Xin Yang,1
2115568943,2341465150,Yifei Wang,Yunfang Yu,1
2115568943,2257481824,Yifei Wang,Niu Huang,1
2115568943,2341278744,Yifei Wang,Gen Li,1
2115568943,2341320480,Yifei Wang,Xiaokun Li,1
2115568943,2321665003,Yifei Wang,Joseph Wu,1
2115568943,2144996119,Yifei Wang,Shengyong Yang,1
2257481824,2341465150,Niu Huang,Yunfang Yu,1
2341278744,2341465150,Gen Li,Yunfang Yu,1
2341320480,2341465150,Xiaokun Li,Yunfang Yu,1
2321665003,2341465150,Joseph Wu,Yunfang Yu,1
2144996119,2341465150,Shengyong Yang,Yunfang Yu,1
2257481824,2341278744,Niu Huang,Gen Li,1
2257481824,2341320480,Niu Huang,Xiaokun Li,1
2257481824,2321665003,Niu Huang,Joseph Wu,1
2144996119,2257481824,Shengyong Yang,Niu Huang,1
2341278744,2341320480,Gen Li,Xiaokun Li,1
2321665003,2341278744,Joseph Wu,Gen Li,1
2144996119,2341278744,Shengyong Yang,Gen Li,1
2321665003,2341320480,Joseph Wu,Xiaokun Li,1
2144996119,2341320480,Shengyong Yang,Xiaokun Li,1
2144996119,2321665003,Shengyong Yang,Joseph Wu,1
1669767608,47978704,Lijia Chen,Pingping Chen,1
144264986,1669767608,Zhijian Lin,Lijia Chen,1
144264986,47978704,Zhijian Lin,Pingping Chen,1
1720124,3439407,G. Karniadakis,I. Kevrekidis,1
1720124,2149373363,G. Karniadakis,Lu Lu,1
1720124,3410970,G. Karniadakis,P. Perdikaris,2
118188801,1720124,Sifan Wang,G. Karniadakis,1
1720124,2145494483,G. Karniadakis,Liu Yang,1
2149373363,3439407,Lu Lu,I. Kevrekidis,1
3410970,3439407,P. Perdikaris,I. Kevrekidis,1
118188801,3439407,Sifan Wang,I. Kevrekidis,1
2145494483,3439407,Liu Yang,I. Kevrekidis,1
2149373363,3410970,Lu Lu,P. Perdikaris,1
118188801,2149373363,Sifan Wang,Lu Lu,1
2145494483,2149373363,Liu Yang,Lu Lu,1
118188801,3410970,Sifan Wang,P. Perdikaris,1
2145494483,3410970,Liu Yang,P. Perdikaris,1
118188801,2145494483,Sifan Wang,Liu Yang,1
145642373,4565995,Han Xiao,Kashif Rasul,1
145642373,2742129,Han Xiao,Roland Vollgraf,1
2742129,4565995,Roland Vollgraf,Kashif Rasul,1
2775559,51997673,Fred Morstatter,Ninareh Mehrabi,1
51884035,51997673,N. Saxena,Ninareh Mehrabi,1
1782658,51997673,Kristina Lerman,Ninareh Mehrabi,1
143728483,51997673,A. Galstyan,Ninareh Mehrabi,1
2775559,51884035,Fred Morstatter,N. Saxena,1
1782658,2775559,Kristina Lerman,Fred Morstatter,1
143728483,2775559,A. Galstyan,Fred Morstatter,1
1782658,51884035,Kristina Lerman,N. Saxena,1
143728483,51884035,A. Galstyan,N. Saxena,1
143728483,1782658,A. Galstyan,Kristina Lerman,1
1388372395,3351164,F. Doshi-Velez,Been Kim,1
144758007,2057642721,P. Barham,Martín Abadi,2
2057642721,2108406634,Martín Abadi,Jianmin Chen,1
2057642721,2545358,Martín Abadi,Z. Chen,2
2057642721,36347083,Martín Abadi,Andy Davis,2
2057642721,49959210,Martín Abadi,J. Dean,2
145139947,2057642721,M. Devin,Martín Abadi,2
1780892,2057642721,S. Ghemawat,Martín Abadi,2
2057642721,2060655766,Martín Abadi,G. Irving,2
2057642721,2090818,Martín Abadi,M. Isard,2
1942300,2057642721,M. Kudlur,Martín Abadi,2
2057642721,3369421,Martín Abadi,J. Levenberg,2
2057642721,3089272,Martín Abadi,R. Monga,2
144375552,2057642721,Sherry Moore,Martín Abadi,2
20154699,2057642721,D. Murray,Martín Abadi,2
2057642721,32163737,Martín Abadi,Benoit Steiner,2
2057642721,2080690,Martín Abadi,P. Tucker,2
2053781980,2057642721,Vijay Vasudevan,Martín Abadi,2
2057642721,47941411,Martín Abadi,Pete Warden,2
2057642721,35078078,Martín Abadi,M. Wicke,2
2057642721,2117163698,Martín Abadi,Yuan Yu,2
2057642721,2108113547,Martín Abadi,Xiaoqiang Zhang,1
144758007,2108406634,P. Barham,Jianmin Chen,1
144758007,2545358,P. Barham,Z. Chen,2
144758007,36347083,P. Barham,Andy Davis,2
144758007,49959210,P. Barham,J. Dean,2
144758007,145139947,P. Barham,M. Devin,2
144758007,1780892,P. Barham,S. Ghemawat,2
144758007,2060655766,P. Barham,G. Irving,2
144758007,2090818,P. Barham,M. Isard,2
144758007,1942300,P. Barham,M. Kudlur,2
144758007,3369421,P. Barham,J. Levenberg,2
144758007,3089272,P. Barham,R. Monga,2
144375552,144758007,Sherry Moore,P. Barham,2
144758007,20154699,P. Barham,D. Murray,2
144758007,32163737,P. Barham,Benoit Steiner,2
144758007,2080690,P. Barham,P. Tucker,2
144758007,2053781980,P. Barham,Vijay Vasudevan,2
144758007,47941411,P. Barham,Pete Warden,2
144758007,35078078,P. Barham,M. Wicke,2
144758007,2117163698,P. Barham,Yuan Yu,2
144758007,2108113547,P. Barham,Xiaoqiang Zhang,1
2108406634,2545358,Jianmin Chen,Z. Chen,1
2108406634,36347083,Jianmin Chen,Andy Davis,1
2108406634,49959210,Jianmin Chen,J. Dean,1
145139947,2108406634,M. Devin,Jianmin Chen,1
1780892,2108406634,S. Ghemawat,Jianmin Chen,1
2060655766,2108406634,G. Irving,Jianmin Chen,1
2090818,2108406634,M. Isard,Jianmin Chen,1
1942300,2108406634,M. Kudlur,Jianmin Chen,1
2108406634,3369421,Jianmin Chen,J. Levenberg,1
2108406634,3089272,Jianmin Chen,R. Monga,1
144375552,2108406634,Sherry Moore,Jianmin Chen,1
20154699,2108406634,D. Murray,Jianmin Chen,1
2108406634,32163737,Jianmin Chen,Benoit Steiner,1
2080690,2108406634,P. Tucker,Jianmin Chen,1
2053781980,2108406634,Vijay Vasudevan,Jianmin Chen,1
2108406634,47941411,Jianmin Chen,Pete Warden,1
2108406634,35078078,Jianmin Chen,M. Wicke,1
2108406634,2117163698,Jianmin Chen,Yuan Yu,1
2108113547,2108406634,Xiaoqiang Zhang,Jianmin Chen,1
2545358,36347083,Z. Chen,Andy Davis,2
2545358,49959210,Z. Chen,J. Dean,2
145139947,2545358,M. Devin,Z. Chen,2
1780892,2545358,S. Ghemawat,Z. Chen,2
2060655766,2545358,G. Irving,Z. Chen,2
2090818,2545358,M. Isard,Z. Chen,2
1942300,2545358,M. Kudlur,Z. Chen,2
2545358,3369421,Z. Chen,J. Levenberg,2
2545358,3089272,Z. Chen,R. Monga,2
144375552,2545358,Sherry Moore,Z. Chen,2
20154699,2545358,D. Murray,Z. Chen,2
2545358,32163737,Z. Chen,Benoit Steiner,2
2080690,2545358,P. Tucker,Z. Chen,2
2053781980,2545358,Vijay Vasudevan,Z. Chen,2
2545358,47941411,Z. Chen,Pete Warden,2
2545358,35078078,Z. Chen,M. Wicke,2
2117163698,2545358,Yuan Yu,Z. Chen,2
2108113547,2545358,Xiaoqiang Zhang,Z. Chen,1
36347083,49959210,Andy Davis,J. Dean,2
145139947,36347083,M. Devin,Andy Davis,2
1780892,36347083,S. Ghemawat,Andy Davis,2
2060655766,36347083,G. Irving,Andy Davis,2
2090818,36347083,M. Isard,Andy Davis,2
1942300,36347083,M. Kudlur,Andy Davis,2
3369421,36347083,J. Levenberg,Andy Davis,2
3089272,36347083,R. Monga,Andy Davis,2
144375552,36347083,Sherry Moore,Andy Davis,2
20154699,36347083,D. Murray,Andy Davis,2
32163737,36347083,Benoit Steiner,Andy Davis,2
2080690,36347083,P. Tucker,Andy Davis,2
2053781980,36347083,Vijay Vasudevan,Andy Davis,2
36347083,47941411,Andy Davis,Pete Warden,2
35078078,36347083,M. Wicke,Andy Davis,2
2117163698,36347083,Yuan Yu,Andy Davis,2
2108113547,36347083,Xiaoqiang Zhang,Andy Davis,1
145139947,49959210,M. Devin,J. Dean,2
1780892,49959210,S. Ghemawat,J. Dean,2
2060655766,49959210,G. Irving,J. Dean,2
2090818,49959210,M. Isard,J. Dean,2
1942300,49959210,M. Kudlur,J. Dean,2
3369421,49959210,J. Levenberg,J. Dean,2
3089272,49959210,R. Monga,J. Dean,2
144375552,49959210,Sherry Moore,J. Dean,2
20154699,49959210,D. Murray,J. Dean,2
32163737,49959210,Benoit Steiner,J. Dean,2
2080690,49959210,P. Tucker,J. Dean,2
2053781980,49959210,Vijay Vasudevan,J. Dean,2
47941411,49959210,Pete Warden,J. Dean,2
35078078,49959210,M. Wicke,J. Dean,2
2117163698,49959210,Yuan Yu,J. Dean,2
2108113547,49959210,Xiaoqiang Zhang,J. Dean,1
145139947,1780892,M. Devin,S. Ghemawat,2
145139947,2060655766,M. Devin,G. Irving,2
145139947,2090818,M. Devin,M. Isard,2
